disease_id,disease_name,disease_name_upper
14082,cryptosporidiosis-chronic cholangitis-liver disease syndrome,CRYPTOSPORIDIOSIS-CHRONIC CHOLANGITIS-LIVER DISEASE SYNDROME
13858,pontine tegmental cap dysplasia,PONTINE TEGMENTAL CAP DYSPLASIA
13580,pyruvate dehydrogenase E1-beta deficiency,PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY
7720,"hernia, double inguinal","HERNIA, DOUBLE INGUINAL"
9224,fetal iodine syndrome,FETAL IODINE SYNDROME
7396,"dysostosis, Stanescu type","DYSOSTOSIS, STANESCU TYPE"
9906,prenatal bowing,PRENATAL BOWING
8031_8030_1347,facioscapulohumeral muscular dystrophy,FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY
10714_17221_17223_17222_17226,Pelizaeus-Merzbacher disease,PELIZAEUS-MERZBACHER DISEASE
10010,Schinzel-Giedion syndrome,SCHINZEL-GIEDION SYNDROME
8826,"arthrogryposis-hyperkeratosis syndrome, lethal form","ARTHROGRYPOSIS-HYPERKERATOSIS SYNDROME, LETHAL FORM"
60592,Sweeney-Cox syndrome,SWEENEY-COX SYNDROME
10123,absent thumb-short stature-immunodeficiency syndrome,ABSENT THUMB-SHORT STATURE-IMMUNODEFICIENCY SYNDROME
13576,recurrent infections associated with rare immunoglobulin isotypes deficiency,RECURRENT INFECTIONS ASSOCIATED WITH RARE IMMUNOGLOBULIN ISOTYPES DEFICIENCY
7997,microspherophakia with hernia,MICROSPHEROPHAKIA WITH HERNIA
12783,RFT1-CDG,RFT1-CDG
10839,autosomal dominant congenital benign spinal muscular atrophy,AUTOSOMAL DOMINANT CONGENITAL BENIGN SPINAL MUSCULAR ATROPHY
12948,chromosome 6pter-p24 deletion syndrome,CHROMOSOME 6PTER-P24 DELETION SYNDROME
10353,"deafness-intellectual disability, Martin-Probst type syndrome","DEAFNESS-INTELLECTUAL DISABILITY, MARTIN-PROBST TYPE SYNDROME"
10165,ulna hypoplasia-intellectual disability syndrome,ULNA HYPOPLASIA-INTELLECTUAL DISABILITY SYNDROME
13487,recurrent Neisseria infections due to factor D deficiency,RECURRENT NEISSERIA INFECTIONS DUE TO FACTOR D DEFICIENCY
13208,cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome,CIRRHOSIS - DYSTONIA - POLYCYTHEMIA - HYPERMANGANESEMIA SYNDROME
9499,Krabbe disease,KRABBE DISEASE
11497,hereditary North American Indian childhood cirrhosis,HEREDITARY NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS
32764,Khan-Khan-Katsanis syndrome,KHAN-KHAN-KATSANIS SYNDROME
9898,"polysaccharide, storage of unusual","POLYSACCHARIDE, STORAGE OF UNUSUAL"
14809,DDX41-related hematologic malignancy predisposition syndrome,DDX41-RELATED HEMATOLOGIC MALIGNANCY PREDISPOSITION SYNDROME
7665_20367_1094,open angle glaucoma,OPEN ANGLE GLAUCOMA
13584,hereditary sensory neuropathy-deafness-dementia syndrome,HEREDITARY SENSORY NEUROPATHY-DEAFNESS-DEMENTIA SYNDROME
7330,congenital pseudoarthrosis of clavicle,CONGENITAL PSEUDOARTHROSIS OF CLAVICLE
9212,congenital factor X deficiency,CONGENITAL FACTOR X DEFICIENCY
10174,Valinemia,VALINEMIA
11060,early-onset non-syndromic cataract,EARLY-ONSET NON-SYNDROMIC CATARACT
8229,"peroneal nerve, accessory deep","PERONEAL NERVE, ACCESSORY DEEP"
30051,"intellectual developmental disorder with autistic features and language delay, with or without seizures","INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISTIC FEATURES AND LANGUAGE DELAY, WITH OR WITHOUT SEIZURES"
12407,pyridoxal phosphate-responsive seizures,PYRIDOXAL PHOSPHATE-RESPONSIVE SEIZURES
12456,congenital primary aphakia,CONGENITAL PRIMARY APHAKIA
60763,"intellectual developmental disorder with speech delay, dysmorphic facies, and t-cell abnormalities","INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES"
8929,cataract-intellectual disability-hypogonadism syndrome,CATARACT-INTELLECTUAL DISABILITY-HYPOGONADISM SYNDROME
9498,lethal Kniest-like dysplasia,LETHAL KNIEST-LIKE DYSPLASIA
7050,"acromegaloid changes, cutis verticis gyrata, and corneal leukoma","ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA"
16381,hypertrichosis lanuginosa congenita,HYPERTRICHOSIS LANUGINOSA CONGENITA
7435,dentatorubral-pallidoluysian atrophy,DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY
8811,XK aprosencephaly,XK APROSENCEPHALY
8927,colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,COLOBOMATOUS OPTIC DISC-MACULAR ATROPHY-CHORIORETINOPATHY SYNDROME
30045,Liberfarb syndrome,LIBERFARB SYNDROME
8731,familial adrenal hypoplasia with absent pituitary luteinizing hormone,FAMILIAL ADRENAL HYPOPLASIA WITH ABSENT PITUITARY LUTEINIZING HORMONE
10308,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia","THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA"
14761,hereditary pediatric Behçet-like disease,HEREDITARY PEDIATRIC BEHÇET-LIKE DISEASE
9255,galactokinase deficiency,GALACTOKINASE DEFICIENCY
7842_20066_20521_20522,Ehlers-Danlos syndrome,EHLERS-DANLOS SYNDROME
14235,chromosome 22q13 duplication syndrome,CHROMOSOME 22Q13 DUPLICATION SYNDROME
7408,"cryptotia, familial","CRYPTOTIA, FAMILIAL"
10725,X-linked retinoschisis,X-LINKED RETINOSCHISIS
9033,temtamy syndrome,TEMTAMY SYNDROME
7229,Brachymetatarsus 4,BRACHYMETATARSUS 4
10788,Leber hereditary optic neuropathy,LEBER HEREDITARY OPTIC NEUROPATHY
20792,dwarfism with tall vertebrae,DWARFISM WITH TALL VERTEBRAE
11783,ALG12-CDG,ALG12-CDG
33667,Delpire-McNeill syndrome,DELPIRE-MCNEILL SYNDROME
12608,autosomal recessive lower motor neuron disease with childhood onset,AUTOSOMAL RECESSIVE LOWER MOTOR NEURON DISEASE WITH CHILDHOOD ONSET
7902,"lichen planus, familial","LICHEN PLANUS, FAMILIAL"
13578,DYRK1A-related intellectual disability syndrome,DYRK1A-RELATED INTELLECTUAL DISABILITY SYNDROME
11998,autosomal dominant slowed nerve conduction velocity,AUTOSOMAL DOMINANT SLOWED NERVE CONDUCTION VELOCITY
7854,keratolytic winter erythema,KERATOLYTIC WINTER ERYTHEMA
13690,Pitt-Hopkins-like syndrome 2,PITT-HOPKINS-LIKE SYNDROME 2
14778,Lamb-Shaffer syndrome,LAMB-SHAFFER SYNDROME
7372,"cornea plana 1, autosomal dominant","CORNEA PLANA 1, AUTOSOMAL DOMINANT"
10457,Ogden syndrome,OGDEN SYNDROME
10333,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,CORPUS CALLOSUM AGENESIS-INTELLECTUAL DISABILITY-COLOBOMA-MICROGNATHIA SYNDROME
9234,congenital high-molecular-weight kininogen deficiency,CONGENITAL HIGH-MOLECULAR-WEIGHT KININOGEN DEFICIENCY
7855,"keratosis, familial actinic","KERATOSIS, FAMILIAL ACTINIC"
13363,chromosome 2q31.1 duplication syndrome,CHROMOSOME 2Q31.1 DUPLICATION SYNDROME
60582,auditory neuropathy-optic atrophy syndrome,AUDITORY NEUROPATHY-OPTIC ATROPHY SYNDROME
7208,Boomerang dysplasia,BOOMERANG DYSPLASIA
7694,hairy nose tip,HAIRY NOSE TIP
12391,neuronal ceroid lipofuscinosis 8 northern epilepsy variant,NEURONAL CEROID LIPOFUSCINOSIS 8 NORTHERN EPILEPSY VARIANT
9306,combined immunodeficiency with skin granulomas,COMBINED IMMUNODEFICIENCY WITH SKIN GRANULOMAS
11897,leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome,LEUKOENCEPHALOPATHY-ATAXIA-HYPODONTIA-HYPOMYELINATION SYNDROME
11744,primary intraosseous venous malformation,PRIMARY INTRAOSSEOUS VENOUS MALFORMATION
44714,mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,MITOCHONDRIAL MYOPATHY-CEREBELLAR ATAXIA-PIGMENTARY RETINOPATHY SYNDROME
10197,"whistling face syndrome, recessive form","WHISTLING FACE SYNDROME, RECESSIVE FORM"
8101,familial supernumerary nipples,FAMILIAL SUPERNUMERARY NIPPLES
9856,Peters plus syndrome,PETERS PLUS SYNDROME
13998,MEGF8-related Carpenter syndrome,MEGF8-RELATED CARPENTER SYNDROME
9228,gingival fibromatosis-facial dysmorphism syndrome,GINGIVAL FIBROMATOSIS-FACIAL DYSMORPHISM SYNDROME
8388,ringed hair disease,RINGED HAIR DISEASE
8911,"cardiac lipidosis, familial","CARDIAC LIPIDOSIS, FAMILIAL"
12805,childhood onset GLUT1 deficiency syndrome 2,CHILDHOOD ONSET GLUT1 DEFICIENCY SYNDROME 2
9907,Prepapillary vascular loops,PREPAPILLARY VASCULAR LOOPS
26727,Shukla-Vernon syndrome,SHUKLA-VERNON SYNDROME
13467,immunodeficiency due to ficolin3 deficiency,IMMUNODEFICIENCY DUE TO FICOLIN3 DEFICIENCY
7797,hypoparathyroidism-deafness-renal disease syndrome,HYPOPARATHYROIDISM-DEAFNESS-RENAL DISEASE SYNDROME
10154,trigonocephaly-bifid nose-acral anomalies syndrome,TRIGONOCEPHALY-BIFID NOSE-ACRAL ANOMALIES SYNDROME
32882,Heyn-Sproul-Jackson syndrome,HEYN-SPROUL-JACKSON SYNDROME
9480,Joubert syndrome with oculorenal defect,JOUBERT SYNDROME WITH OCULORENAL DEFECT
11431,MASS syndrome,MASS SYNDROME
9282,multiple acyl-CoA dehydrogenase deficiency,MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY
4948_872_4963_20511_4947_814,acute lymphoblastic/lymphocytic leukemia,ACUTE LYMPHOBLASTIC/LYMPHOCYTIC LEUKEMIA
14334,severe combined immunodeficiency due to LCK deficiency,SEVERE COMBINED IMMUNODEFICIENCY DUE TO LCK DEFICIENCY
9018,central cloudy dystrophy of François,CENTRAL CLOUDY DYSTROPHY OF FRANÇOIS
8139,OSLAM syndrome,OSLAM SYNDROME
13421,type II complement component 8 deficiency,TYPE II COMPLEMENT COMPONENT 8 DEFICIENCY
7608,desmoid tumor,DESMOID TUMOR
54738_54737_54739_9046,Fraser syndrome,FRASER SYNDROME
8345,idiopathic pulmonary fibrosis,IDIOPATHIC PULMONARY FIBROSIS
14515,macular dystrophy with central cone involvement,MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT
32833,"lower urinary tract obstruction, congenital","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL"
18544_10247,X-linked adrenoleukodystrophy,X-LINKED ADRENOLEUKODYSTROPHY
8841,ataxia-telangiectasia with generalized skin pigmentation and early death,ATAXIA-TELANGIECTASIA WITH GENERALIZED SKIN PIGMENTATION AND EARLY DEATH
10144_17490_17491,tibial hemimelia,TIBIAL HEMIMELIA
14534,lissencephaly 6 with microcephaly,LISSENCEPHALY 6 WITH MICROCEPHALY
8040,transient myeloproliferative syndrome (disease),TRANSIENT MYELOPROLIFERATIVE SYNDROME (DISEASE)
10311,Becker muscular dystrophy,BECKER MUSCULAR DYSTROPHY
7238,amastia,AMASTIA
12773,Hunter-Macdonald syndrome,HUNTER-MACDONALD SYNDROME
13678,EDICT syndrome,EDICT SYNDROME
11664,immunodeficiency due to CD25 deficiency,IMMUNODEFICIENCY DUE TO CD25 DEFICIENCY
12137,Carney complex - trismus - pseudocamptodactyly syndrome,CARNEY COMPLEX - TRISMUS - PSEUDOCAMPTODACTYLY SYNDROME
9438,"hypouricemia, hypercalcinuria, and decreased bone density","HYPOURICEMIA, HYPERCALCINURIA, AND DECREASED BONE DENSITY"
9149,ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,ECTODERMAL DYSPLASIA-INTELLECTUAL DISABILITY-CENTRAL NERVOUS SYSTEM MALFORMATION SYNDROME
9070,D-glyceric aciduria,D-GLYCERIC ACIDURIA
8691,"zinc, elevated plasma","ZINC, ELEVATED PLASMA"
11379_20726,medullary cystic kidney disease,MEDULLARY CYSTIC KIDNEY DISEASE
10668,skeletal dysplasia-intellectual disability syndrome,SKELETAL DYSPLASIA-INTELLECTUAL DISABILITY SYNDROME
32821,"myopathy, congenital, progressive, with scoliosis","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS"
14247,familial episodic pain syndrome with predominantly lower limb involvement,FAMILIAL EPISODIC PAIN SYNDROME WITH PREDOMINANTLY LOWER LIMB INVOLVEMENT
8760,beta-ketothiolase deficiency,BETA-KETOTHIOLASE DEFICIENCY
14221,triosephosphate isomerase deficiency,TRIOSEPHOSPHATE ISOMERASE DEFICIENCY
10932,progressive bifocal chorioretinal atrophy,PROGRESSIVE BIFOCAL CHORIORETINAL ATROPHY
7227,Sillence syndrome,SILLENCE SYNDROME
9357,humeroradial synostosis with craniofacial anomalies,HUMERORADIAL SYNOSTOSIS WITH CRANIOFACIAL ANOMALIES
10633,iris hypoplasia with glaucoma,IRIS HYPOPLASIA WITH GLAUCOMA
10568,Aicardi syndrome,AICARDI SYNDROME
14157,mandibular hypoplasia-deafness-progeroid syndrome,MANDIBULAR HYPOPLASIA-DEAFNESS-PROGEROID SYNDROME
10753,"cardiac valvular dysplasia, X-linked","CARDIAC VALVULAR DYSPLASIA, X-LINKED"
7085,alopecia-epilepsy-pyorrhea-intellectual disability syndrome,ALOPECIA-EPILEPSY-PYORRHEA-INTELLECTUAL DISABILITY SYNDROME
7653_19411_19680,genochondromatosis,GENOCHONDROMATOSIS
9270,genito-palato-cardiac syndrome,GENITO-PALATO-CARDIAC SYNDROME
13268,frontonasal dysplasia with alopecia and genital anomaly,FRONTONASAL DYSPLASIA WITH ALOPECIA AND GENITAL ANOMALY
7812,"ichthyosis, lamellar, autosomal dominant","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
7404,Cri-du-chat syndrome,CRI-DU-CHAT SYNDROME
7071,"adrenocortical hypofunction, chronic primary congenital","ADRENOCORTICAL HYPOFUNCTION, CHRONIC PRIMARY CONGENITAL"
8247,robin sequence-oligodactyly syndrome,ROBIN SEQUENCE-OLIGODACTYLY SYNDROME
7438,dentin dysplasia-sclerotic bones syndrome,DENTIN DYSPLASIA-SCLEROTIC BONES SYNDROME
10914,"carnitine palmitoyl transferase II deficiency, severe infantile form","CARNITINE PALMITOYL TRANSFERASE II DEFICIENCY, SEVERE INFANTILE FORM"
9623,Nijmegen breakage syndrome,NIJMEGEN BREAKAGE SYNDROME
8981,infantile choroidocerebral calcification syndrome,INFANTILE CHOROIDOCEREBRAL CALCIFICATION SYNDROME
11717,hyperinsulinism-hyperammonemia syndrome,HYPERINSULINISM-HYPERAMMONEMIA SYNDROME
54695,"myopathy, centronuclear, 6, with fiber-type disproportion","MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION"
10553,"Charcot-Marie-Tooth peroneal muscular atrophy and Friedreich ataxia, combined","CHARCOT-MARIE-TOOTH PERONEAL MUSCULAR ATROPHY AND FRIEDREICH ATAXIA, COMBINED"
11019,alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome,ALOPECIA-INTELLECTUAL DISABILITY-HYPERGONADOTROPIC HYPOGONADISM SYNDROME
12740,"chromosome 22q11.2 deletion syndrome, distal","CHROMOSOME 22Q11.2 DELETION SYNDROME, DISTAL"
14919,sessile serrated polyposis cancer syndrome,SESSILE SERRATED POLYPOSIS CANCER SYNDROME
8340,congenital ptosis (disease),CONGENITAL PTOSIS (DISEASE)
13282,alpha 1-antitrypsin deficiency,ALPHA 1-ANTITRYPSIN DEFICIENCY
7663,glaucoma with elevated episcleral venous pressure,GLAUCOMA WITH ELEVATED EPISCLERAL VENOUS PRESSURE
7864,angioosteohypertrophic syndrome,ANGIOOSTEOHYPERTROPHIC SYNDROME
13995_7829,"cholestasis, intrahepatic, of pregnancy","CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY"
10198,Wernicke-Korsakoff syndrome,WERNICKE-KORSAKOFF SYNDROME
7529,elastosis perforans serpiginosa,ELASTOSIS PERFORANS SERPIGINOSA
10305,creatine transporter deficiency,CREATINE TRANSPORTER DEFICIENCY
12020,chromosome 22q11.2 microduplication syndrome,CHROMOSOME 22Q11.2 MICRODUPLICATION SYNDROME
10711,tarp syndrome,TARP SYNDROME
7130_17705_20295_20453,congenital pulmonary venous return anomaly,CONGENITAL PULMONARY VENOUS RETURN ANOMALY
7159,arthrogryposis-like hand anomaly-sensorineural deafness syndrome,ARTHROGRYPOSIS-LIKE HAND ANOMALY-SENSORINEURAL DEAFNESS SYNDROME
44738,Gabriele de Vries syndrome,GABRIELE DE VRIES SYNDROME
7239,epidermolytic hyperkeratosis,EPIDERMOLYTIC HYPERKERATOSIS
12772,Stevenson-Carey syndrome,STEVENSON-CAREY SYNDROME
6292,malignant mesothelioma (disease),MALIGNANT MESOTHELIOMA (DISEASE)
9854,"peroneus tertius muscle, absence of","PERONEUS TERTIUS MUSCLE, ABSENCE OF"
44634,retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome,RETINITIS PIGMENTOSA-HEARING LOSS-PREMATURE AGING-SHORT STATURE-FACIAL DYSMORPHISM SYNDROME
11898_14906,"Charcot-Marie-Tooth disease, axonal, autosomal recessive","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE"
8989,citrulline transport defect,CITRULLINE TRANSPORT DEFECT
10385,X-linked lymphoproliferative disease due to XIAP deficiency,X-LINKED LYMPHOPROLIFERATIVE DISEASE DUE TO XIAP DEFICIENCY
8359,radio-renal syndrome,RADIO-RENAL SYNDROME
9375,"hymen, imperforate","HYMEN, IMPERFORATE"
7952,maxillofacial dysostosis,MAXILLOFACIAL DYSOSTOSIS
21019,X-linked recessive ocular albinism,X-LINKED RECESSIVE OCULAR ALBINISM
8291,porokeratosis plantaris palmaris et disseminata,POROKERATOSIS PLANTARIS PALMARIS ET DISSEMINATA
11213,Pierpont syndrome,PIERPONT SYNDROME
7787,Ambras type hypertrichosis universalis congenita,AMBRAS TYPE HYPERTRICHOSIS UNIVERSALIS CONGENITA
7524,"autosomal dominant Ehlers-Danlos syndrome, vascular type","AUTOSOMAL DOMINANT EHLERS-DANLOS SYNDROME, VASCULAR TYPE"
8089,"neutropenia, chronic familial","NEUTROPENIA, CHRONIC FAMILIAL"
9075,Dandy-Walker malformation-postaxial polydactyly syndrome,DANDY-WALKER MALFORMATION-POSTAXIAL POLYDACTYLY SYNDROME
8638,varicose disease,VARICOSE DISEASE
31446_100327_31003,"hypercholanemia, familial","HYPERCHOLANEMIA, FAMILIAL"
14399,PCNA-related progressive neurodegenerative photosensitivy syndrome,PCNA-RELATED PROGRESSIVE NEURODEGENERATIVE PHOTOSENSITIVY SYNDROME
10751,unique green phenomenon,UNIQUE GREEN PHENOMENON
20602_10265_10731,Simpson-Golabi-Behmel syndrome,SIMPSON-GOLABI-BEHMEL SYNDROME
7889,lentigines,LENTIGINES
8545,"thalassemia, beta+, silent allele","THALASSEMIA, BETA+, SILENT ALLELE"
14490,ketoacidosis due to monocarboxylate transporter-1 deficiency,KETOACIDOSIS DUE TO MONOCARBOXYLATE TRANSPORTER-1 DEFICIENCY
12004_15075_5034_5075_24622_6467,thyroid gland carcinoma,THYROID GLAND CARCINOMA
10019,secretory component deficiency,SECRETORY COMPONENT DEFICIENCY
12272,"intellectual disability, keratoconus, febrile seizures, and sinoatrial block","INTELLECTUAL DISABILITY, KERATOCONUS, FEBRILE SEIZURES, AND SINOATRIAL BLOCK"
26777,VEXAS syndrome,VEXAS SYNDROME
10778,cyclic vomiting syndrome,CYCLIC VOMITING SYNDROME
32900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS
14905,Leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome,LEIGH-LIKE BASAL GANGLIA DISEASE-OPTIC ATROPHY-PERIPHERAL NEUROPATHY SYNDROME
8487,polycystic ovary syndrome,POLYCYSTIC OVARY SYNDROME
13621,LAMB2-related infantile-onset nephrotic syndrome,LAMB2-RELATED INFANTILE-ONSET NEPHROTIC SYNDROME
11798,"hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration","HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION"
9449,ciliary dyskinesia with defective radial spokes,CILIARY DYSKINESIA WITH DEFECTIVE RADIAL SPOKES
8342,pubic bone dysplasia,PUBIC BONE DYSPLASIA
7934,benign concentric annular macular dystrophy,BENIGN CONCENTRIC ANNULAR MACULAR DYSTROPHY
13041,atypical hemolytic-uremic syndrome with I factor anomaly,ATYPICAL HEMOLYTIC-UREMIC SYNDROME WITH I FACTOR ANOMALY
9754,"neutropenia, lethal congenital, with eosinophilia","NEUTROPENIA, LETHAL CONGENITAL, WITH EOSINOPHILIA"
12373,"ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features","ECTODERMAL DYSPLASIA, SENSORINEURAL HEARING LOSS, AND DISTINCTIVE FACIAL FEATURES"
7461,short stature-valvular heart disease-characteristic facies syndrome,SHORT STATURE-VALVULAR HEART DISEASE-CHARACTERISTIC FACIES SYNDROME
32738,"gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy","GONADAL DYSGENESIS, DYSMORPHIC FACIES, RETINAL DYSTROPHY, AND MYOPATHY"
9001,macular coloboma-cleft palate-hallux valgus syndrome,MACULAR COLOBOMA-CLEFT PALATE-HALLUX VALGUS SYNDROME
14493,autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME DUE TO CTLA4 HAPLOINSUFFIENCY
9167,Bonnemann-Meinecke-Reich syndrome,BONNEMANN-MEINECKE-REICH SYNDROME
14450,"breasts and/or nipples, aplasia or hypoplasia of, 2","BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2"
11155,vacuolar Neuromyopathy,VACUOLAR NEUROMYOPATHY
10079_17831_17830,Canavan disease,CANAVAN DISEASE
9572,autosomal recessive familial Mediterranean fever,AUTOSOMAL RECESSIVE FAMILIAL MEDITERRANEAN FEVER
14715,primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,PRIMARY IMMUNODEFICIENCY WITH POST-MEASLES-MUMPS-RUBELLA VACCINE VIRAL INFECTION
11766,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome","46,XY GONADAL DYSGENESIS-MOTOR AND SENSORY NEUROPATHY SYNDROME"
9275,neonatal hemochromatosis,NEONATAL HEMOCHROMATOSIS
14523,juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,JUVENILE-ONSET DIABETES MELLITUS-CENTRAL AND PERIPHERAL NEURODEGENERATION SYNDROME
13497,Okt4 epitope deficiency,OKT4 EPITOPE DEFICIENCY
7363,congenital contractural arachnodactyly,CONGENITAL CONTRACTURAL ARACHNODACTYLY
10475,X-linked central congenital hypothyroidism with late-onset testicular enlargement,X-LINKED CENTRAL CONGENITAL HYPOTHYROIDISM WITH LATE-ONSET TESTICULAR ENLARGEMENT
7289,cataract 13 with adult I phenotype,CATARACT 13 WITH ADULT I PHENOTYPE
11651,"intellectual disability, short stature, facial anomalies, and joint dislocations","INTELLECTUAL DISABILITY, SHORT STATURE, FACIAL ANOMALIES, AND JOINT DISLOCATIONS"
9909,progesterone resistance,PROGESTERONE RESISTANCE
7151,"arms, malformation of","ARMS, MALFORMATION OF"
8775,"Amobarbital, deficient N-hydroxylation of","AMOBARBITAL, DEFICIENT N-HYDROXYLATION OF"
13817_12266_12264_12265,preeclampsia/eclampsia,PREECLAMPSIA/ECLAMPSIA
8100,nipples inverted,NIPPLES INVERTED
60510,Cohen-Gibson syndrome,COHEN-GIBSON SYNDROME
13881,congenital nephrotic syndrome - interstitial lung disease - epidermolysis bullosa syndrome,CONGENITAL NEPHROTIC SYNDROME - INTERSTITIAL LUNG DISEASE - EPIDERMOLYSIS BULLOSA SYNDROME
9366,normal pressure hydrocephalus,NORMAL PRESSURE HYDROCEPHALUS
10490,SSR4-CDG,SSR4-CDG
32574,"osteochondrodysplasia, brachydactyly, and overlapping malformed digits","OSTEOCHONDRODYSPLASIA, BRACHYDACTYLY, AND OVERLAPPING MALFORMED DIGITS"
9059,cysteine Peptiduria,CYSTEINE PEPTIDURIA
14959,"mitochondrial DNA depletion syndrome 12a (cardiomyopathic type), autosomal dominant","MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT"
10855,short tarsus-absence of lower eyelashes syndrome,SHORT TARSUS-ABSENCE OF LOWER EYELASHES SYNDROME
10758,"Wieacker-Wolff, X-linked recessive","WIEACKER-WOLFF, X-LINKED RECESSIVE"
