drugbank_id,drug_name,drug_name_upper
DB07633,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,OCTYL 3-DEOXY-2-O-(6-DEOXY-ALPHA-L-GALACTOPYRANOSYL)-BETA-D-XYLO-HEXOPYRANOSIDE
DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,(S)-3-(4-(2-CARBAZOL-9-YL-ETHOXY)-PHENYL)-2-ETHOXY-PROPIONIC ACID
DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
DB05490,AMG-131,AMG-131
DB05854,CLX-0921,CLX-0921
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID","(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID"
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid","(9Z,11E,13S)-13-HYDROXYOCTADECA-9,11-DIENOIC ACID"
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
DB07111,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid","(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-HYDROXYDOCOSA-5,7,10,13,16,19-HEXAENOIC ACID"
DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid","(5R,6E,8Z,11Z,14Z,17Z)-5-HYDROXYICOSA-6,8,11,14,17-PENTAENOIC ACID"
DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid","(8E,10S,12Z)-10-HYDROXY-6-OXOOCTADECA-8,12-DIENOIC ACID"
DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid","(8R,9Z,12Z)-8-HYDROXY-6-OXOOCTADECA-9,12-DIENOIC ACID"
DB07302,9(S)-HODE,9(S)-HODE
DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,DIFLUORO(5-{2-[(5-OCTYL-1H-PYRROL-2-YL-KAPPAN)METHYLIDENE]-2H-PYRROL-5-YL-KAPPAN}PENTANOATO)BORON
DB07675,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID
DB07723,3-(5-methoxy-1H-indol-3-yl)propanoic acid,3-(5-METHOXY-1H-INDOL-3-YL)PROPANOIC ACID
DB07842,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,(2S)-2-(4-ETHYLPHENOXY)-3-PHENYLPROPANOIC ACID
DB07863,2-chloro-5-nitro-N-phenylbenzamide,2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE
DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,(2S)-2-(BIPHENYL-4-YLOXY)-3-PHENYLPROPANOIC ACID
DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,3-[5-(2-NITROPENT-1-EN-1-YL)FURAN-2-YL]BENZOIC ACID
DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID","2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID"
DB08435,"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid","(5E,14E)-11-OXOPROSTA-5,9,12,14-TETRAEN-1-OIC ACID"
DB08560,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE
DB08760,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,(2S)-2-(4-CHLOROPHENOXY)-3-PHENYLPROPANOIC ACID
DB11811,Arhalofenate,ARHALOFENATE
DB12662,Naveglitazar,NAVEGLITAZAR
DB14034,Darglitazone,DARGLITAZONE
DB00036,Coagulation factor VIIa Recombinant Human,COAGULATION FACTOR VIIA RECOMBINANT HUMAN
DB00569,Fondaparinux,FONDAPARINUX
DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE
DB05362,SSR-126517E,SSR-126517E
DB05713,LY-517717,LY-517717
DB06245,Lanoteplase,LANOTEPLASE
DB06406,Idraparinux,IDRAPARINUX
DB06552,rNAPc2,RNAPC2
DB06635,Otamixaban,OTAMIXABAN
DB06920,Eribaxaban,ERIBAXABAN
DB07261,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE","THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE"
DB07605,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE","2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE"
DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE","N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE","N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
DB07800,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE
DB07804,"5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE","5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE"
DB07843,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
DB07844,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE
DB07847,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE
DB07848,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide,5-CHLORO-N-{(3S)-1-[(2S)-1-(4-MORPHOLINYL)-1-OXO-2-PROPANYL]-2-OXO-3-PYRROLIDINYL}-1H-INDOLE-2-SULFONAMIDE
DB07872,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,5-CHLORO-N-[(3R)-1-(2-{[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]AMINO}-2-OXOETHYL)PYRROLIDIN-3-YL]THIOPHENE-2-CARBOXAMIDE
DB07875,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide","5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-4-HYDROXY-PYRROLIDIN-3-YL)-AMIDE"
DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE
DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE
DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE","5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE"
DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE
DB08174,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE","5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE"
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE","THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE"
DB08487,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE
DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE","4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE"
DB08495,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE
DB09075,Edoxaban,EDOXABAN
DB09141,Protamine sulfate,PROTAMINE SULFATE
DB09258,Bemiparin,BEMIPARIN
DB13150,Coagulation factor VII human,COAGULATION FACTOR VII HUMAN
DB13923,Emicizumab,EMICIZUMAB
DB00181,Baclofen,BACLOFEN
DB00837,Progabide,PROGABIDE
DB02530,gamma-Aminobutyric acid,GAMMA-AMINOBUTYRIC ACID
DB05010,SGS-742,SGS-742
DB06354,Tezampanel,TEZAMPANEL
DB08891,Arbaclofen,ARBACLOFEN
DB08892,Arbaclofen Placarbil,ARBACLOFEN PLACARBIL
DB01373,Calcium,CALCIUM
DB00174,Asparagine,ASPARAGINE
DB03541,"10-Propargyl-5,8-Dideazafolic Acid","10-PROPARGYL-5,8-DIDEAZAFOLIC ACID"
DB04253,Tretazicar,TRETAZICAR
DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione","(3S)-3-HYDROXY-1-METHYL-2,3-DIHYDRO-1H-INDOLE-5,6-DIONE"
DB08190,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,N-[2-(2-IODO-5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE
DB08228,"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one","5,8-DIMETHOXY-1,4-DIMETHYLQUINOLIN-2(1H)-ONE"
DB08744,Casimiroin,CASIMIROIN
DB00492,Fosinopril,FOSINOPRIL
DB00616,Candoxatril,CANDOXATRIL
DB00691,Moexipril,MOEXIPRIL
DB00722,Lisinopril,LISINOPRIL
DB00886,Omapatrilat,OMAPATRILAT
DB01180,Rescinnamine,RESCINNAMINE
DB01340,Cilazapril,CILAZAPRIL
DB01348,Spirapril,SPIRAPRIL
DB02032,Epicaptopril,EPICAPTOPRIL
DB03740,N-acetyl-alpha-D-glucosamine,N-ACETYL-ALPHA-D-GLUCOSAMINE
DB08836,Temocapril,TEMOCAPRIL
DB09477,Enalaprilat,ENALAPRILAT
DB13166,Zofenopril,ZOFENOPRIL
DB15565,Cilazaprilat,CILAZAPRILAT
DB02721,4-Iodopyrazole,4-IODOPYRAZOLE
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,N-CYCLOPENTYL-N-CYCLOBUTYLFORMAMIDE
DB01831,Tryptophanyl-5'amp,TRYPTOPHANYL-5'AMP
DB04537,Tryptophanamide,TRYPTOPHANAMIDE
DB00606,Cyclothiazide,CYCLOTHIAZIDE
DB00135,Tyrosine,TYROSINE
DB03978,Tyrosinal,TYROSINAL
DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE
DB08371,p-Benzoyl-L-phenylalanine,P-BENZOYL-L-PHENYLALANINE
DB08617,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE","4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE"
DB04852,Implitapide,IMPLITAPIDE
DB05678,SLx-4090,SLX-4090
DB00156,Threonine,THREONINE
DB06439,Tyloxapol,TYLOXAPOL
DB05254,Fibrinolysin,FIBRINOLYSIN
DB05936,CVT-6883,CVT-6883
DB05297,Paclitaxel docosahexaenoic acid,PACLITAXEL DOCOSAHEXAENOIC ACID
DB06307,Apoptone,APOPTONE
DB09401,Isosorbide,ISOSORBIDE
DB12191,Obatoclax,OBATOCLAX
DB12340,Navitoclax,NAVITOCLAX
DB05431,MLN-977,MLN-977
DB11994,Diacerein,DIACEREIN
DB08848,Guvacine,GUVACINE
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine","2,6-DIAMINO-(S)-9-[2-(PHOSPHONOMETHOXY)PROPYL]PURINE"
DB02230,Immucillin-G,IMMUCILLIN-G
DB02377,Guanine,GUANINE
DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One","2-AMINO-7-[2-(2-HYDROXY-1-HYDROXYMETHYL-ETHYLAMINO)-ETHYL]-1,7-DIHYDRO-PURIN-6-ONE"
DB02568,Peldesine,PELDESINE
DB02796,9-deazainosine,9-DEAZAINOSINE
DB02857,Guanosine,GUANOSINE
DB03101,Ribose-1-Phosphate,RIBOSE-1-PHOSPHATE
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium","(3R,4R)-3-HYDROXY-4-(HYDROXYMETHYL)-1-[(4-OXO-4,4A,5,7A-TETRAHYDRO-3H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]PYRROLIDINIUM"
DB03609,3'-deoxyguanosine,3'-DEOXYGUANOSINE
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium","(2S,3R,4S,5S)-3,4-DIHYDROXY-2-[(METHYLSULFANYL)METHYL]-5-(4-OXO-4,5-DIHYDRO-1H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)PYRROLIDINIUM"
DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine","9-(5,5-DIFLUORO-5-PHOSPHONOPENTYL)GUANINE"
DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE","9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE"
DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE","GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE"
DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE","GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE"
DB06185,Forodesine,FORODESINE
DB00548,Azelaic acid,AZELAIC ACID
DB00600,Monobenzone,MONOBENZONE
DB01055,Mimosine,MIMOSINE
DB11254,Hexylresorcinol,HEXYLRESORCINOL
DB01699,(4e)-4-Aminohex-4-Enoic Acid,(4E)-4-AMINOHEX-4-ENOIC ACID
DB04235,4-Amino Hexanoic Acid,4-AMINO HEXANOIC ACID
DB11948,Lapachone,LAPACHONE
DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate","6-AMINOHEXYL-URIDINE-C1,5'-DIPHOSPHATE"
DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,N-ACETYL-BETA-D-GLUCOSAMINYL-(1->4)-N-ACETYL-BETA-D-GLUCOSAMINE
DB03685,Uridine monophosphate,URIDINE MONOPHOSPHATE
DB03814,2-(N-morpholino)ethanesulfonic acid,2-(N-MORPHOLINO)ETHANESULFONIC ACID
DB06408,Taribavirin,TARIBAVIRIN
DB00480,Lenalidomide,LENALIDOMIDE
DB01404,Ginseng,GINSENG
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,1-PHENYLSULFONAMIDE-3-TRIFLUOROMETHYL-5-PARABROMOPHENYLPYRAZOLE
DB03866,Prostaglandin G2,PROSTAGLANDIN G2
DB09217,Firocoxib,FIROCOXIB
DB13167,Alclofenac,ALCLOFENAC
DB01833,Canavanine,CANAVANINE
DB02048,"1,2,4-Triazole-Carboxamidine","1,2,4-TRIAZOLE-CARBOXAMIDINE"
DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea","S,S'-(1,4-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA"
DB02335,2-Aminothiazoline,2-AMINOTHIAZOLINE
DB02589,Se-Ethyl-Isoselenourea,SE-ETHYL-ISOSELENOUREA
DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine","2,4-DIAMINO-6-PHENYL-5,6,7,8,-TETRAHYDROPTERIDINE"
DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane","N1,N14-BIS((S-METHYL)ISOTHIOUREIDO)TETRADECANE"
DB02994,Cacodylic acid,CACODYLIC ACID
DB03065,7-Nitroindazole-2-Carboxamidine,7-NITROINDAZOLE-2-CARBOXAMIDINE
DB03305,N(G)-Iminoethylornithine,N(G)-IMINOETHYLORNITHINE
DB03332,"5,6-Cyclic-Tetrahydropteridine","5,6-CYCLIC-TETRAHYDROPTERIDINE"
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea","S,S'-(1,3-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA"
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin","6S-5,6,7,8-TETRAHYDROBIOPTERIN"
DB03963,S-(Dimethylarsenic)Cysteine,S-(DIMETHYLARSENIC)CYSTEINE
DB03974,L-homoarginine,L-HOMOARGININE
DB04018,S-Isopropyl-Isothiourea,S-ISOPROPYL-ISOTHIOUREA
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,N-(CHLOROPHENYL)-N'-HYDROXYGUANIDINE
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine","(3S,5E)-3-PROPYL-3,4-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5(2H)-IMINE"
DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE","5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE"
DB08597,Dorsomorphin,DORSOMORPHIN
DB02062,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine","N-[3-[(1-AMINOETHYL)(HYDROXY)PHOSPHORYL]-2-(1,1'-BIPHENYL-4-YLMETHYL)PROPANOYL]ALANINE"
DB02557,Phosphoramidon,PHOSPHORAMIDON
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,N-(3-PHENYL-2-SULFANYLPROPANOYL)PHENYLALANYLALANINE
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala","[2(R,S)-2-SULFANYLHEPTANOYL]-PHE-ALA"
DB05796,Daglutril,DAGLUTRIL
DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM","2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM"
DB08626,Thiorphan,THIORPHAN
DB09292,Sacubitril,SACUBITRIL
DB11623,Candoxatrilat,CANDOXATRILAT
DB00232,Methyclothiazide,METHYCLOTHIAZIDE
DB00311,Ethoxzolamide,ETHOXZOLAMIDE
DB00423,Methocarbamol,METHOCARBAMOL
DB00562,Benzthiazide,BENZTHIAZIDE
DB00703,Methazolamide,METHAZOLAMIDE
DB00880,Chlorothiazide,CHLOROTHIAZIDE
DB01031,Ethinamate,ETHINAMATE
DB01144,Diclofenamide,DICLOFENAMIDE
DB01325,Quinethazone,QUINETHAZONE
DB08155,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID
DB08157,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE
DB09460,Sodium carbonate,SODIUM CARBONATE
DB09472,Sodium sulfate,SODIUM SULFATE
DB09121,Aurothioglucose,AUROTHIOGLUCOSE
DB00212,Remikiren,REMIKIREN
DB02296,Isoamyl alcohol,ISOAMYL ALCOHOL
DB02803,"3-Phenyl-1,2-Propandiol","3-PHENYL-1,2-PROPANDIOL"
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,2-METHYL-3-(2-AMINOTHIAZOLO)PROPANAL
DB03395,Enalkiren,ENALKIREN
DB03736,2-Cyclopropylmethylenepropanal,2-CYCLOPROPYLMETHYLENEPROPANAL
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine","1-METHYL-2-OXY-5,5-DIMETHYL PYRROLIDINE"
DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane,1-HYDROXY-2-AMINO-3-CYCLOHEXYLPROPANE
DB05203,SPP1148,SPP1148
